segment_id	segment_text	comment_text
pli-tv-kd1:6.32.1	Aññāsikoṇḍañña had seen the Truth, had reached, understood, and penetrated it. He had gone beyond doubt and uncertainty, had attained to confidence, and had become independent of others in the Teacher’s instruction. He then said to the Buddha,	NA
pli-tv-kd1:6.32.2	“Sir, I wish to receive the going forth in your presence. I wish to receive the full ordination.”	NA
pli-tv-kd1:6.32.3	The Buddha replied, “Come, monk.	NA
pli-tv-kd1:6.32.4	The Teaching is well-proclaimed. Practice the spiritual life to make a complete end of suffering.”	NA
pli-tv-kd1:6.32.5	That was the full ordination of that venerable.	NA
pli-tv-kd1:6.33.1	The Buddha then instructed and taught the rest of the monks.	NA
pli-tv-kd1:6.33.2	While they were being instructed and taught, Venerable Vappa and Venerable Bhaddiya experienced the stainless vision of the Truth:	NA
pli-tv-kd1:6.33.3	“Anything that has a beginning has an end.”	NA
pli-tv-kd1:6.34.1	They had seen the Truth, had reached, understood, and penetrated it. They had gone beyond doubt and uncertainty, had attained to confidence, and had become independent of others in the Teacher’s instruction. They then said to the Buddha,	NA
pli-tv-kd1:6.34.2	“Sir, we wish to receive the going forth in your presence. We wish to receive the full ordination.”	NA
pli-tv-kd1:6.34.3	The Buddha replied, “Come, monks.	NA
pli-tv-kd1:6.34.4	The Teaching is well-proclaimed. Practice the spiritual life to make a complete end of suffering.”	NA
pli-tv-kd1:6.34.5	That was the full ordination of those venerables.	NA
pli-tv-kd1:6.35.1	Living on the food brought to him, the Buddha then instructed and taught the remaining monks.	NA
pli-tv-kd1:6.35.2	The six of them lived on the almsfood brought by three.	NA
pli-tv-kd1:6.36.1	While they were being instructed and taught, Venerable Mahānāma and Venerable Assaji experienced the stainless vision of the Truth:	NA
pli-tv-kd1:6.36.2	“Anything that has a beginning has an end.”	NA
pli-tv-kd1:6.37.1	They had seen the Truth, had reached, understood, and penetrated it; they had gone beyond doubt and uncertainty, had attained to confidence, and had become independent of others in the Teacher’s instruction. They then said to the Buddha,	NA
pli-tv-kd1:6.37.2	“Sir, we wish to receive the going forth in your presence. We wish to receive the full ordination.”	NA
pli-tv-kd1:6.37.3	The Buddha replied, “Come, monks.	NA
pli-tv-kd1:6.37.4	The Teaching is well-proclaimed. Practice the spiritual life to make a complete end of suffering.”	NA
pli-tv-kd1:6.37.5	That was the full ordination of those venerables.	NA
pli-tv-kd1:6.38.1	Then the Buddha addressed the group of five:	NA
pli-tv-kd1:6.38.2	“Form is not your essence.	NA
pli-tv-kd1:6.38.3	For if form were your essence, it would not lead to suffering, and you could make it	NA
pli-tv-kd1:6.38.4	be like this and not be like that.	NA
pli-tv-kd1:6.38.5	But because form is not your essence, it leads to suffering, and you can’t make it	NA
pli-tv-kd1:6.38.6	be like this and not be like that.	NA
pli-tv-kd1:6.39.1	Feeling is not your essence.	NA
pli-tv-kd1:6.39.2	For if feeling were your essence, it would not lead to suffering, and you could make it	NA
pli-tv-kd1:6.39.3	be like this and not be like that.	NA
pli-tv-kd1:6.39.4	But because feeling is not your essence, it leads to suffering, and you can’t make it	NA
pli-tv-kd1:6.39.5	be like this and not be like that.	NA
pli-tv-kd1:6.40.1	Perception is not your essence.	NA
pli-tv-kd1:6.40.2	For if perception were your essence, it would not lead to suffering, and you could make it	NA
pli-tv-kd1:6.40.3	be like this and not be like that.	NA
pli-tv-kd1:6.40.4	But because perception is not your essence, it leads to suffering, and you can’t make it	NA
pli-tv-kd1:6.40.5	be like this and not be like that.	NA
pli-tv-kd1:6.40.6	Intentional activities are not your essence.	NA
pli-tv-kd1:6.40.7	For if intentional activities were your essence, they would not lead to suffering, and you could make them	NA
pli-tv-kd1:6.40.8	be like this and not be like that.	NA
pli-tv-kd1:6.40.9	But because intentional activities are not your essence, they lead to suffering, and you can’t make them	NA
pli-tv-kd1:6.40.10	be like this and not be like that.	NA
pli-tv-kd1:6.41.1	Consciousness is not your essence.	NA
pli-tv-kd1:6.41.2	For if consciousness were your essence, it would not lead to suffering, and you could make it	NA
pli-tv-kd1:6.41.3	be like this and not be like that.	NA
pli-tv-kd1:6.41.4	But because consciousness is not your essence, it leads to suffering, and you can’t make it	NA
pli-tv-kd1:6.41.5	be like this and not be like that.	NA
pli-tv-kd1:6.42.1	What do you think, monks: is form permanent or impermanent?”—	NA
pli-tv-kd1:6.42.2	“Impermanent, sir.”—	NA
pli-tv-kd1:6.42.3	“Is what is impermanent suffering or happiness?”—	NA
pli-tv-kd1:6.42.4	“Suffering.”—	NA
pli-tv-kd1:6.42.5	“And that which is impermanent, suffering, and changeable by nature, is it proper to regard it like this:	NA
pli-tv-kd1:6.42.6	‘This is mine, I am this, this is my essence?’”—	NA
pli-tv-kd1:6.42.7	“Definitely not.”	NA
pli-tv-kd1:6.43.1	“What do you think: is feeling permanent or impermanent?”—	NA
pli-tv-kd1:6.43.2	“Impermanent.”—	NA
pli-tv-kd1:6.43.3	“Is what is impermanent suffering or happiness?”—	NA
pli-tv-kd1:6.43.4	“Suffering.”—	NA
pli-tv-kd1:6.43.5	“And that which is impermanent, suffering, and changeable by nature, is it proper to regard it like this:	NA
pli-tv-kd1:6.43.6	‘This is mine, I am this, this is my essence?’”—	NA
pli-tv-kd1:6.43.7	“Definitely not.”	NA
pli-tv-kd1:6.43.8	“What do you think: is perception permanent or impermanent?”—	NA
pli-tv-kd1:6.43.9	“Impermanent.”—	NA
pli-tv-kd1:6.43.10	“Is what is impermanent suffering or happiness?”—	NA
pli-tv-kd1:6.43.11	“Suffering.”—	NA
pli-tv-kd1:6.43.12	“And that which is impermanent, suffering, and changeable by nature, is it proper to regard it like this:	NA
pli-tv-kd1:6.43.13	‘This is mine, I am this, this is my essence?’”—	NA
pli-tv-kd1:6.43.14	“Definitely not.”	NA
pli-tv-kd1:6.43.15	“What do you think: are intentional activities permanent or impermanent?”—	NA
pli-tv-kd1:6.43.16	“Impermanent.”—	NA
pli-tv-kd1:6.43.17	“Is what is impermanent suffering or happiness?”—	NA
pli-tv-kd1:6.43.18	“Suffering.”—	NA
pli-tv-kd1:6.43.19	“And that which is impermanent, suffering, and changeable by nature, is it proper to regard it like this:	NA
pli-tv-kd1:6.43.20	‘This is mine, I am this, this is my essence?’”—	NA
pli-tv-kd1:6.43.21	“Definitely not.”	NA
pli-tv-kd1:6.43.22	“What do you think: is consciousness permanent or impermanent?”—	NA
pli-tv-kd1:6.43.23	“Impermanent.”—	NA
pli-tv-kd1:6.43.24	“Is what is impermanent suffering or happiness?”—	NA
pli-tv-kd1:6.43.25	“Suffering.”—	NA
pli-tv-kd1:6.43.26	“And that which is impermanent, suffering, and changeable by nature, is it proper to regard it like this:	NA
pli-tv-kd1:6.43.27	‘This is mine, I am this, this is my essence?’”—	NA
pli-tv-kd1:6.43.28	“Definitely not.”	NA
pli-tv-kd1:6.44.1	“So, whatever form there is—whether past, present, or future, internal or external, gross or subtle, inferior or superior, far or near—it should all be seen with right wisdom according to reality:	NA
pli-tv-kd1:6.44.2	‘This is not mine, I am not this, this is not my essence.’	NA
pli-tv-kd1:6.45.1	Whatever feeling there is—whether past, present, or future, internal or external, gross or subtle, inferior or superior, far or near—it should all be seen with right wisdom according to reality:	NA
pli-tv-kd1:6.45.2	‘This is not mine, I am not this, this is not my essence.’	NA
pli-tv-kd1:6.45.4	Whatever perception there is—whether past, present, or future, internal or external, gross or subtle, inferior or superior, far or near—it should all be seen with right wisdom according to reality:	NA
pli-tv-kd1:6.45.5	‘This is not mine, I am not this, this is not my essence.’	NA
pli-tv-kd1:6.45.7	Whatever intentional activities there are—whether past, present, or future, internal or external, gross or subtle, inferior or superior, far or near—they should all be seen with right wisdom according to reality:	NA
pli-tv-kd1:6.45.8	‘This is not mine, I am not this, this is not my essence.’	NA
pli-tv-kd1:6.45.10	Whatever consciousness there is—whether past, present, or future, internal or external, gross or subtle, inferior or superior, far or near—it should all be seen with right wisdom according to reality:	NA
pli-tv-kd1:6.45.11	‘This is not mine, I am not this, this is not my essence.’	NA
pli-tv-kd1:6.46.1	A learned noble disciple who sees this is repelled by form, repelled by feeling, repelled by perception, repelled by intentional activities, and repelled by consciousness.	NA
pli-tv-kd1:6.46.2	Being repelled, they become desireless.	NA
pli-tv-kd1:6.46.3	Because they are desireless, they are freed.	NA
pli-tv-kd1:6.46.4	When they are freed, they know they are freed. They understand that birth has come to an end, that the spiritual life has been fulfilled, that the job has been done, that there is no further state of existence.”	NA
pli-tv-kd1:6.47.1	This is what the Buddha said.	NA
pli-tv-kd1:6.47.2	The monks from the group of five were pleased and they rejoiced in the Buddha’s exposition.	NA
pli-tv-kd1:6.47.3	And while this exposition was being spoken to the monks from the group of five, their minds were freed from the corruptions through letting go.	NA
pli-tv-kd1:6.47.4	Then there were six perfected ones in the world.	NA
pli-tv-kd1:6.47.5	The account of the group of five is finished.	NA
pli-tv-kd1:6.47.6	The first section for recitation is finished.	NA
pli-tv-kd1:7.1.0	7. The account of the going forth	NA
pli-tv-kd1:7.1.1	At that time in Benares there was a gentleman called Yasa, the son of a wealthy merchant, who had been brought up in great comfort.	NA
pli-tv-kd1:7.1.2	He had three stilt houses:	NA
pli-tv-kd1:7.1.3	one for the winter, one for the summer, and one for the rainy season.	NA
pli-tv-kd1:7.1.4	While Yasa was spending the four months of the rainy season in the rainy-season house, he was attended on by female musicians, and he did not come down from that house.	NA
pli-tv-kd1:7.2.1	On one occasion, while he was enjoying himself with worldly pleasures, he fell asleep before his attendants. He then woke up first, while the oil lamp was still burning.	NA
pli-tv-kd1:7.2.2	He saw his attendants sleeping:	NA
pli-tv-kd1:7.2.3	one with a lute in her armpit, another with a tabor on her neck, still another with a drum in her armpit; one with hair disheveled, another drooling, still another talking in her sleep. It was like a charnel ground before his very eyes.	NA
pli-tv-kd1:7.2.4	When he saw this, the downside became clear, and a feeling of repulsion stayed with him.	NA
pli-tv-kd1:7.2.5	He uttered a heartfelt exclamation:	NA
pli-tv-kd1:7.2.6	“Oh the oppression! Oh the affliction!”	NA
pli-tv-kd1:7.3.1	He then put on his golden shoes and went to the entrance door.	NA
pli-tv-kd1:7.3.2	Spirits opened the door, thinking,	NA
pli-tv-kd1:7.3.3	“No-one should create any obstacle for Yasa going forth into homelessness.”	NA
pli-tv-kd1:7.3.4	He went to the town gate,	NA
pli-tv-kd1:7.3.5	and again it was opened by spirits.	NA
pli-tv-kd1:7.3.7	He then went to the deer park at Isipatana.	NA
pli-tv-kd1:7.4.1	Just then, after getting up early in the morning, the Buddha was doing walking meditation outside.	NA
pli-tv-kd1:7.4.2	When the Buddha saw Yasa coming, he stepped down from his walking path and sat down on the prepared seat.	NA
pli-tv-kd1:7.4.3	As he was getting close to the Buddha, Yasa uttered the same heartfelt exclamation:	NA
pli-tv-kd1:7.4.4	“Oh the oppression! Oh the affliction!”	NA
pli-tv-kd1:7.4.5	The Buddha said,	NA
pli-tv-kd1:7.4.6	“This isn’t oppressive, Yasa, this isn’t afflictive.	NA
pli-tv-kd1:7.4.7	Come and sit down. I’ll give you a teaching.”	NA
pli-tv-kd1:7.5.1	Thinking,	NA
pli-tv-kd1:7.5.2	“Apparently this isn’t oppressive, apparently it’s not afflictive!” excited and joyful, Yasa removed his shoes, approached the Buddha, bowed, and sat down.	NA
pli-tv-kd1:7.5.3	The Buddha then gave Yasa a progressive talk—	NA
pli-tv-kd1:7.5.4	on generosity, morality, and heaven; on the downside, degradation, and defilement of worldly pleasures; and he revealed the benefits of renunciation.	NA
pli-tv-kd1:7.6.1	When the Buddha knew that Yasa’s mind was ready, supple, without hindrances, joyful, and confident, he revealed the teaching unique to the Buddhas:	NA
pli-tv-kd1:7.6.2	suffering, its origin, its end, and the path.	NA
pli-tv-kd1:7.6.3	Just as a clean and stainless cloth absorbs dye properly,	NA
pli-tv-kd1:7.6.4	so too, while he was sitting right there, Yasa experienced the stainless vision of the Truth:	NA
pli-tv-kd1:7.6.5	“Anything that has a beginning has an end.”	NA
pli-tv-kd1:7.7.1	Soon afterwards Yasa’s mother went up to his stilt house. Not seeing him, she went to her husband and said,	NA
pli-tv-kd1:7.7.2	“I can’t find your son Yasa.”	NA
pli-tv-kd1:7.7.3	The merchant then dispatched horsemen to the four directions, while he himself went to the deer park at Isipatana.	NA
pli-tv-kd1:7.7.4	He saw the imprints of the golden shoes on the ground and he followed along.	NA
pli-tv-kd1:7.8.1	When the Buddha saw the wealthy merchant coming, he thought,	NA
pli-tv-kd1:7.8.2	“Why don’t I use my supernormal powers so that the merchant, when he sits down, doesn’t see Yasa seated next to him?”	NA
pli-tv-kd1:7.8.3	And he did just that.	NA
pli-tv-kd1:7.9.1	The merchant approached the Buddha and said,	NA
pli-tv-kd1:7.9.2	“Sir, have you seen Yasa by any chance?”	NA
pli-tv-kd1:7.9.3	“Please sit down, householder. Perhaps you’ll get to see Yasa.”	NA
pli-tv-kd1:7.9.4	When the merchant heard this,	NA
pli-tv-kd1:7.9.5	he was elated and joyful. And he bowed and sat down.	NA
pli-tv-kd1:7.10.1	The Buddha then gave him a progressive talk—	NA
pli-tv-kd1:7.10.2	on generosity, morality, and heaven; on the downside, degradation, and defilement of worldly pleasures; and he revealed the benefits of renunciation.	NA
pli-tv-kd1:7.10.3	When the Buddha knew that his mind was ready, supple, without hindrances, joyful, and confident, he revealed the teaching unique to the Buddhas:	NA
pli-tv-kd1:7.10.4	suffering, its origin, its end, and the path.	NA
